"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área plantada (Hectares)"
"Nível";"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - MT";"Ano x Produto das lavouras temporárias"
"Nível";"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - MT";"2000";;"2001";;"2002";;"2003";;"2004";;"2005";;"2006";;"2007";;"2008";;"2009";;"2010";;"2011";;"2012";;"2013";;"2014";;"2015";;"2016";;"2017";;"2018";;"2019";;"2020";;"2021";;"2022";;"2023"
"Nível";"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - MT";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)";"Total";"Milho (em grão)"
"MU";"5105101";"      Juara";"100,00";"41,92";"100,00";"37,84";"100,00";"40,01";"100,00";"59,30";"100,00";"23,46";"100,00";"30,64";"100,00";"31,73";"100,00";"29,17";"100,00";"46,83";"100,00";"39,60";"100,00";"11,85";"100,00";"5,85";"100,00";"5,38";"100,00";"7,58";"100,00";"4,87";"100,00";"13,01";"100,00";"14,39";"100,00";"15,60";"100,00";"17,68";"100,00";"17,85";"100,00";"28,55";"100,00";"17,77";"100,00";"21,42";"100,00";"20,09"
"MU";"5108907";"      Nova Maringá";"100,00";"7,31";"100,00";"0,41";"100,00";"1,47";"100,00";"1,48";"100,00";"2,05";"100,00";"2,05";"100,00";"2,16";"100,00";"6,25";"100,00";"8,10";"100,00";"5,31";"100,00";"3,95";"100,00";"12,11";"100,00";"14,33";"100,00";"12,07";"100,00";"6,06";"100,00";"8,33";"100,00";"14,79";"100,00";"13,02";"100,00";"16,78";"100,00";"20,36";"100,00";"27,46";"100,00";"21,43";"100,00";"29,74";"100,00";"23,19"
"MU";"5106273";"      Novo Horizonte do Norte";"100,00";"15,00";"100,00";"17,06";"100,00";"28,95";"100,00";"33,93";"100,00";"19,03";"100,00";"8,91";"100,00";"8,14";"100,00";"15,95";"100,00";"38,33";"100,00";"8,09";"100,00";"15,82";"100,00";"7,20";"100,00";"4,33";"100,00";"3,86";"100,00";"1,97";"100,00";"12,76";"100,00";"15,15";"100,00";"16,31";"100,00";"15,52";"100,00";"18,99";"100,00";"23,56";"100,00";"9,87";"100,00";"12,15";"100,00";"10,86"
"MU";"5106802";"      Porto dos Gaúchos";"100,00";"15,83";"100,00";"4,65";"100,00";"15,84";"100,00";"11,17";"100,00";"6,26";"100,00";"6,28";"100,00";"12,74";"100,00";"18,89";"100,00";"33,60";"100,00";"14,05";"100,00";"5,28";"100,00";"14,94";"100,00";"13,75";"100,00";"14,92";"100,00";"6,02";"100,00";"17,41";"100,00";"20,17";"100,00";"21,08";"100,00";"24,30";"100,00";"25,28";"100,00";"42,63";"100,00";"31,56";"100,00";"29,10";"100,00";"24,74"
"MU";"5107305";"      São José do Rio Claro";"100,00";"1,88";"100,00";"2,11";"100,00";"1,33";"100,00";"1,61";"100,00";"0,30";"100,00";"1,57";"100,00";"4,07";"100,00";"4,57";"100,00";"7,95";"100,00";"7,48";"100,00";"3,50";"100,00";"4,62";"100,00";"7,49";"100,00";"9,72";"100,00";"4,65";"100,00";"7,23";"100,00";"6,63";"100,00";"11,62";"100,00";"11,91";"100,00";"14,79";"100,00";"19,38";"100,00";"19,18";"100,00";"22,80";"100,00";"13,69"
"MU";"5107941";"      Tabaporã";"100,00";"16,10";"100,00";"4,40";"100,00";"7,03";"100,00";"5,50";"100,00";"4,14";"100,00";"5,97";"100,00";"4,62";"100,00";"10,23";"100,00";"16,97";"100,00";"7,88";"100,00";"10,34";"100,00";"16,84";"100,00";"16,42";"100,00";"21,83";"100,00";"9,53";"100,00";"19,10";"100,00";"28,34";"100,00";"20,84";"100,00";"28,79";"100,00";"27,61";"100,00";"32,51";"100,00";"29,79";"100,00";"33,38";"100,00";"27,18"
"MI";"51006";"    Alto Teles Pires";"100,00";"9,97";"100,00";"5,41";"100,00";"10,25";"100,00";"9,53";"100,00";"6,19";"100,00";"8,64";"100,00";"15,12";"100,00";"22,41";"100,00";"19,21";"100,00";"15,75";"100,00";"12,22";"100,00";"17,25";"100,00";"23,86";"100,00";"23,32";"100,00";"13,31";"100,00";"19,07";"100,00";"23,59";"100,00";"20,94";"100,00";"23,39";"100,00";"26,48";"100,00";"30,49";"100,00";"30,64";"100,00";"32,91";"100,00";"22,79"
"MU";"5104526";"      Ipiranga do Norte";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"100,00";"11,57";"100,00";"20,36";"100,00";"20,32";"100,00";"18,26";"100,00";"17,31";"100,00";"11,55";"100,00";"22,18";"100,00";"20,23";"100,00";"19,95";"100,00";"10,09";"100,00";"16,91";"100,00";"25,17";"100,00";"14,39";"100,00";"14,84";"100,00";"26,85";"100,00";"29,89";"100,00";"28,19";"100,00";"32,19";"100,00";"22,37"
"MU";"5104542";"      Itanhangá";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"100,00";"6,78";"100,00";"8,71";"100,00";"24,33";"100,00";"17,96";"100,00";"19,31";"100,00";"11,90";"100,00";"17,70";"100,00";"17,92";"100,00";"11,52";"100,00";"5,39";"100,00";"10,21";"100,00";"10,46";"100,00";"13,40";"100,00";"15,66";"100,00";"21,74";"100,00";"27,21";"100,00";"19,68";"100,00";"27,34";"100,00";"19,28"
"MU";"5105259";"      Lucas do Rio Verde";"100,00";"21,19";"100,00";"11,17";"100,00";"24,26";"100,00";"22,10";"100,00";"15,06";"100,00";"20,66";"100,00";"32,25";"100,00";"40,62";"100,00";"31,16";"100,00";"29,58";"100,00";"22,81";"100,00";"26,76";"100,00";"34,07";"100,00";"28,33";"100,00";"15,12";"100,00";"19,28";"100,00";"31,01";"100,00";"21,44";"100,00";"25,68";"100,00";"23,88";"100,00";"25,09";"100,00";"24,55";"100,00";"28,49";"100,00";"18,15"
"MU";"5105903";"      Nobres";"100,00";"13,86";"100,00";"12,52";"100,00";"15,16";"100,00";"7,72";"100,00";"8,46";"100,00";"9,69";"100,00";"5,44";"100,00";"9,35";"100,00";"10,93";"100,00";"3,82";"100,00";"4,50";"100,00";"17,30";"100,00";"15,38";"100,00";"14,22";"100,00";"18,81";"100,00";"10,00";"100,00";"23,69";"100,00";"17,61";"100,00";"21,56";"100,00";"23,53";"100,00";"26,87";"100,00";"30,18";"100,00";"27,19";"100,00";"18,76"
"MU";"5106224";"      Nova Mutum";"100,00";"10,10";"100,00";"2,53";"100,00";"5,04";"100,00";"10,47";"100,00";"7,85";"100,00";"8,37";"100,00";"10,03";"100,00";"21,71";"100,00";"12,53";"100,00";"12,08";"100,00";"8,14";"100,00";"11,52";"100,00";"19,69";"100,00";"21,22";"100,00";"11,81";"100,00";"15,58";"100,00";"29,25";"100,00";"18,73";"100,00";"22,73";"100,00";"26,61";"100,00";"33,43";"100,00";"29,82";"100,00";"34,52";"100,00";"24,63"
"MU";"5106240";"      Nova Ubiratã";"100,00";"3,90";"100,00";"1,54";"100,00";"2,05";"100,00";"1,75";"100,00";"2,08";"100,00";"2,81";"100,00";"10,12";"100,00";"15,98";"100,00";"12,52";"100,00";"11,71";"100,00";"9,27";"100,00";"17,60";"100,00";"19,64";"100,00";"24,61";"100,00";"15,45";"100,00";"23,02";"100,00";"14,26";"100,00";"19,32";"100,00";"25,11";"100,00";"28,09";"100,00";"31,85";"100,00";"33,56";"100,00";"34,02";"100,00";"26,44"
"MU";"5107768";"      Santa Rita do Trivelato";"...";"...";"100,00";"4,13";"100,00";"12,99";"100,00";"10,81";"100,00";"4,51";"100,00";"1,86";"100,00";"11,25";"100,00";"11,12";"100,00";"14,45";"100,00";"8,76";"100,00";"7,19";"100,00";"10,72";"100,00";"23,64";"100,00";"18,01";"100,00";"12,15";"100,00";"14,00";"100,00";"14,32";"100,00";"18,89";"100,00";"18,63";"100,00";"23,53";"100,00";"26,57";"100,00";"20,56";"100,00";"29,54";"100,00";"18,72"
"MU";"5107925";"      Sorriso";"100,00";"4,93";"100,00";"4,35";"100,00";"8,09";"100,00";"4,67";"100,00";"4,94";"100,00";"4,40";"100,00";"11,46";"100,00";"19,17";"100,00";"21,54";"100,00";"14,96";"100,00";"13,32";"100,00";"17,48";"100,00";"27,09";"100,00";"26,62";"100,00";"15,86";"100,00";"25,02";"100,00";"27,89";"100,00";"27,17";"100,00";"29,16";"100,00";"30,06";"100,00";"35,10";"100,00";"38,90";"100,00";"36,85";"100,00";"24,95"
"MU";"5108006";"      Tapurah";"100,00";"10,47";"100,00";"6,08";"100,00";"10,17";"100,00";"8,48";"100,00";"3,98";"100,00";"11,51";"100,00";"14,66";"100,00";"18,28";"100,00";"18,03";"100,00";"11,90";"100,00";"9,69";"100,00";"11,07";"100,00";"15,48";"100,00";"18,22";"100,00";"6,24";"100,00";"7,82";"100,00";"14,06";"100,00";"14,53";"100,00";"15,85";"100,00";"17,42";"100,00";"19,44";"100,00";"18,93";"100,00";"26,84";"100,00";"18,23"
"MI";"51007";"    Sinop";"100,00";"7,13";"100,00";"5,01";"100,00";"6,28";"100,00";"7,03";"100,00";"4,13";"100,00";"5,48";"100,00";"7,36";"100,00";"15,82";"100,00";"19,13";"100,00";"9,90";"100,00";"9,85";"100,00";"17,55";"100,00";"24,55";"100,00";"23,67";"100,00";"12,01";"100,00";"19,05";"100,00";"22,57";"100,00";"19,11";"100,00";"28,50";"100,00";"27,66";"100,00";"35,23";"100,00";"32,11";"100,00";"31,60";"100,00";"26,83"
"MU";"5103056";"      Cláudia";"100,00";"10,15";"100,00";"8,83";"100,00";"6,69";"100,00";"6,73";"100,00";"3,17";"100,00";"5,11";"100,00";"7,30";"100,00";"9,57";"100,00";"27,73";"100,00";"10,23";"100,00";"9,48";"100,00";"20,88";"100,00";"27,20";"100,00";"22,15";"100,00";"10,34";"100,00";"20,62";"100,00";"23,12";"100,00";"18,40";"100,00";"29,04";"100,00";"31,42";"100,00";"33,81";"100,00";"30,87";"100,00";"35,87";"100,00";"28,43"
"MU";"5103700";"      Feliz Natal";"100,00";"9,04";"100,00";"10,95";"100,00";"5,86";"100,00";"11,49";"100,00";"0,11";"100,00";"1,26";"100,00";"3,28";"100,00";"9,85";"100,00";"10,03";"100,00";"12,26";"100,00";"7,04";"100,00";"17,10";"100,00";"22,16";"100,00";"27,71";"100,00";"14,97";"100,00";"16,01";"100,00";"19,07";"100,00";"18,21";"100,00";"28,19";"100,00";"26,40";"100,00";"34,24";"100,00";"29,08";"100,00";"33,50";"100,00";"27,83"
"MU";"5104559";"      Itaúba";"100,00";"12,21";"100,00";"6,75";"100,00";"5,11";"100,00";"8,71";"100,00";"4,01";"100,00";"6,78";"100,00";"3,32";"100,00";"5,02";"100,00";"6,55";"100,00";"3,29";"100,00";"11,50";"100,00";"12,34";"100,00";"14,25";"100,00";"15,05";"100,00";"10,63";"100,00";"10,06";"100,00";"15,68";"100,00";"14,44";"100,00";"19,94";"100,00";"27,57";"100,00";"44,17";"100,00";"26,39";"100,00";"23,26";"100,00";"19,76"
"MU";"5105580";"      Marcelândia";"100,00";"12,31";"100,00";"7,64";"100,00";"4,48";"100,00";"2,97";"100,00";"1,26";"100,00";"2,41";"100,00";"1,03";"100,00";"1,17";"100,00";"25,79";"100,00";"2,16";"100,00";"12,53";"100,00";"11,38";"100,00";"13,98";"100,00";"15,66";"100,00";"7,05";"100,00";"13,19";"100,00";"17,21";"100,00";"13,89";"100,00";"17,95";"100,00";"14,64";"100,00";"40,44";"100,00";"18,81";"100,00";"23,99";"100,00";"25,62"
"MU";"5106190";"      Nova Santa Helena";"...";"...";"100,00";"16,21";"100,00";"2,96";"100,00";"7,85";"100,00";"4,56";"100,00";"6,26";"100,00";"6,04";"100,00";"1,93";"100,00";"8,47";"100,00";"0,90";"100,00";"9,98";"100,00";"10,07";"100,00";"14,52";"100,00";"11,39";"100,00";"9,05";"100,00";"11,03";"100,00";"19,65";"100,00";"13,30";"100,00";"18,78";"100,00";"18,32";"100,00";"27,96";"100,00";"24,67";"100,00";"21,99";"100,00";"30,19"
"MU";"5107248";"      Santa Carmem";"100,00";"7,88";"100,00";"4,80";"100,00";"7,74";"100,00";"5,08";"100,00";"5,13";"100,00";"3,67";"100,00";"8,03";"100,00";"17,73";"100,00";"15,83";"100,00";"11,27";"100,00";"10,59";"100,00";"15,22";"100,00";"27,26";"100,00";"28,22";"100,00";"11,38";"100,00";"21,64";"100,00";"27,59";"100,00";"23,71";"100,00";"33,67";"100,00";"31,92";"100,00";"35,40";"100,00";"40,02";"100,00";"37,03";"100,00";"28,71"
"MU";"5107909";"      Sinop";"100,00";"7,97";"100,00";"5,66";"100,00";"9,11";"100,00";"10,03";"100,00";"4,30";"100,00";"7,48";"100,00";"10,51";"100,00";"24,09";"100,00";"24,05";"100,00";"11,87";"100,00";"10,33";"100,00";"18,59";"100,00";"27,66";"100,00";"19,40";"100,00";"11,71";"100,00";"23,10";"100,00";"29,21";"100,00";"23,17";"100,00";"32,46";"100,00";"29,12";"100,00";"31,27";"100,00";"32,68";"100,00";"30,50";"100,00";"27,13"
"MU";"5108303";"      União do Sul";"100,00";"8,51";"100,00";"6,92";"100,00";"2,28";"100,00";"5,38";"100,00";"7,01";"100,00";"2,11";"100,00";"3,12";"100,00";"29,26";"100,00";"13,41";"100,00";"3,15";"100,00";"3,90";"100,00";"21,94";"100,00";"11,60";"100,00";"7,02";"100,00";"6,41";"100,00";"12,91";"100,00";"17,18";"100,00";"15,87";"100,00";"17,30";"100,00";"25,01";"100,00";"38,96";"100,00";"24,04";"100,00";"23,56";"100,00";"22,15"
"MU";"5108501";"      Vera";"100,00";"2,30";"100,00";"1,19";"100,00";"1,58";"100,00";"4,56";"100,00";"5,03";"100,00";"5,87";"100,00";"6,49";"100,00";"12,27";"100,00";"17,60";"100,00";"8,42";"100,00";"11,05";"100,00";"17,08";"100,00";"26,69";"100,00";"29,13";"100,00";"14,37";"100,00";"20,87";"100,00";"20,19";"100,00";"18,33";"100,00";"30,59";"100,00";"27,64";"100,00";"35,07";"100,00";"39,32";"100,00";"36,51";"100,00";"28,53"
"MI";"51008";"    Paranatinga";"100,00";"1,33";"100,00";"1,86";"100,00";"4,06";"100,00";"1,64";"100,00";"0,60";"100,00";"1,12";"100,00";"6,12";"100,00";"4,63";"100,00";"3,93";"100,00";"4,45";"100,00";"4,14";"100,00";"11,38";"100,00";"8,07";"100,00";"10,24";"100,00";"3,22";"100,00";"10,69";"100,00";"4,58";"100,00";"7,80";"100,00";"12,54";"100,00";"14,90";"100,00";"18,17";"100,00";"25,34";"100,00";"15,61";"100,00";"19,99"
"MU";"5103858";"      Gaúcha do Norte";"100,00";"0,50";"100,00";"2,24";"...";"...";"100,00";"0,22";"100,00";"0,47";"100,00";"0,70";"100,00";"6,45";"100,00";"4,94";"100,00";"4,92";"100,00";"2,24";"100,00";"2,55";"100,00";"10,89";"100,00";"7,55";"100,00";"7,47";"100,00";"1,56";"100,00";"4,97";"100,00";"7,14";"100,00";"8,59";"100,00";"20,28";"100,00";"22,30";"100,00";"23,72";"100,00";"33,68";"100,00";"20,21";"100,00";"22,28"
"MU";"5106208";"      Nova Brasilândia";"100,00";"4,55";"100,00";"6,57";"100,00";"1,71";"100,00";"11,29";"100,00";"1,83";"100,00";"5,70";"100,00";"48,65";"100,00";"6,82";"100,00";"20,43";"100,00";"4,54";"100,00";"3,11";"100,00";"11,44";"100,00";"20,41";"100,00";"18,33";"100,00";"9,47";"100,00";"10,49";"100,00";"5,99";"100,00";"6,54";"100,00";"13,29";"100,00";"16,35";"100,00";"29,59";"100,00";"27,94";"100,00";"11,01";"100,00";"20,84"
"MU";"5106307";"      Paranatinga";"100,00";"1,26";"100,00";"0,90";"100,00";"3,42";"100,00";"2,10";"100,00";"0,49";"100,00";"0,87";"100,00";"3,34";"100,00";"4,02";"100,00";"2,86";"100,00";"6,43";"100,00";"5,63";"100,00";"11,73";"100,00";"6,57";"100,00";"11,41";"100,00";"3,91";"100,00";"15,36";"100,00";"2,21";"100,00";"7,38";"100,00";"6,73";"100,00";"10,75";"100,00";"15,77";"100,00";"20,44";"100,00";"13,90";"100,00";"19,50"
"MU";"5106455";"      Planalto da Serra";"100,00";"1,40";"100,00";"3,29";"100,00";"6,10";"100,00";"2,00";"100,00";"0,87";"100,00";"3,66";"100,00";"9,76";"100,00";"14,11";"100,00";"5,70";"100,00";"3,74";"100,00";"4,18";"100,00";"12,33";"100,00";"24,44";"100,00";"11,15";"100,00";"6,30";"100,00";"8,91";"100,00";"6,82";"100,00";"5,78";"100,00";"9,93";"100,00";"1,41";"100,00";"1,73";"100,00";"10,22";"100,00";"6,05";"100,00";"12,46"
"ME";"5102";"  Nordeste Mato-grossense";"100,00";"4,95";"100,00";"4,84";"100,00";"5,24";"100,00";"6,49";"100,00";"2,60";"100,00";"2,15";"100,00";"4,82";"100,00";"5,56";"100,00";"9,35";"100,00";"8,55";"100,00";"5,41";"100,00";"11,21";"100,00";"14,89";"100,00";"13,26";"100,00";"12,16";"100,00";"13,82";"100,00";"13,80";"100,00";"13,31";"100,00";"16,44";"100,00";"18,82";"100,00";"21,31";"100,00";"26,14";"100,00";"18,39";"100,00";"19,60"
"MI";"51009";"    Norte Araguaia";"100,00";"15,53";"100,00";"13,28";"100,00";"14,18";"100,00";"21,24";"100,00";"8,42";"100,00";"3,49";"100,00";"9,39";"100,00";"9,17";"100,00";"10,12";"100,00";"9,33";"100,00";"3,59";"100,00";"11,57";"100,00";"15,63";"100,00";"11,53";"100,00";"16,44";"100,00";"13,57";"100,00";"19,45";"100,00";"13,25";"100,00";"21,00";"100,00";"23,77";"100,00";"22,65";"100,00";"26,99";"100,00";"19,32";"100,00";"20,57"
"MU";"5100359";"      Alto Boa Vista";"100,00";"25,81";"100,00";"34,36";"100,00";"36,38";"100,00";"38,17";"100,00";"0,82";"100,00";"2,30";"100,00";"3,32";"100,00";"4,39";"100,00";"9,00";"100,00";"9,65";"100,00";"2,05";"100,00";"8,51";"100,00";"11,92";"100,00";"10,93";"100,00";"10,31";"100,00";"12,05";"100,00";"6,57";"100,00";"11,46";"100,00";"12,26";"100,00";"13,67";"100,00";"13,53";"100,00";"27,38";"100,00";"28,17";"100,00";"20,83"
"MU";"5101852";"      Bom Jesus do Araguaia";"...";"...";"100,00";"10,63";"100,00";"8,75";"100,00";"19,72";"100,00";"5,09";"100,00";"1,56";"100,00";"5,02";"100,00";"5,84";"100,00";"6,09";"100,00";"7,72";"100,00";"0,46";"100,00";"10,68";"100,00";"11,82";"100,00";"7,07";"100,00";"16,72";"100,00";"15,67";"100,00";"14,88";"100,00";"10,16";"100,00";"16,13";"100,00";"25,15";"100,00";"20,14";"100,00";"22,03";"100,00";"14,95";"100,00";"18,94"
"MU";"5102694";"      Canabrava do Norte";"100,00";"22,46";"100,00";"35,45";"100,00";"32,35";"100,00";"30,27";"100,00";"16,24";"100,00";"9,29";"100,00";"14,62";"100,00";"4,04";"100,00";"23,75";"100,00";"4,35";"100,00";"1,97";"100,00";"20,88";"100,00";"24,71";"100,00";"21,77";"100,00";"28,69";"100,00";"15,29";"100,00";"24,92";"100,00";"19,53";"100,00";"23,72";"100,00";"23,71";"100,00";"24,32";"100,00";"21,79";"100,00";"16,19";"100,00";"26,73"
"MU";"5103353";"      Confresa";"100,00";"10,02";"100,00";"7,57";"100,00";"7,20";"100,00";"19,05";"100,00";"13,74";"100,00";"8,89";"100,00";"7,19";"100,00";"5,81";"100,00";"9,36";"100,00";"8,55";"100,00";"0,67";"100,00";"12,13";"100,00";"28,04";"100,00";"31,13";"100,00";"21,32";"100,00";"21,58";"100,00";"25,11";"100,00";"18,21";"100,00";"24,29";"100,00";"22,77";"100,00";"22,89";"100,00";"21,68";"100,00";"20,93";"100,00";"25,17"
"MU";"5105309";"      Luciara";"100,00";"0,40";"100,00";"2,92";"100,00";"5,61";"100,00";"10,42";"100,00";"6,77";"100,00";"2,60";"100,00";"5,54";"100,00";"5,32";"100,00";"4,75";"100,00";"3,48";"100,00";"1,61";"100,00";"4,45";"100,00";"5,64";"100,00";"4,43";"100,00";"3,45";"100,00";"1,07";"100,00";"0,78";"100,00";"0,29";"100,00";"1,44";"100,00";"2,81";"100,00";"1,64";"100,00";"1,95";"100,00";"1,51";"100,00";"0,47"
"MU";"5106315";"      Novo Santo Antônio";"...";"...";"100,00";"11,04";"100,00";"2,14";"100,00";"2,97";"100,00";"7,92";"100,00";"4,01";"100,00";"0,63";"100,00";"0,55";"100,00";"6,79";"100,00";"8,80";"100,00";"8,29";"100,00";"6,87";"100,00";"5,11";"100,00";"4,83";"100,00";"8,84";"100,00";"1,62";"100,00";"0,76";"100,00";"0,71";"100,00";"30,04";"100,00";"24,32";"100,00";"31,17";"100,00";"33,61";"100,00";"27,68";"100,00";"15,73"
"MU";"5106778";"      Porto Alegre do Norte";"100,00";"15,83";"100,00";"3,54";"100,00";"15,64";"100,00";"7,62";"100,00";"12,83";"100,00";"5,14";"100,00";"10,01";"100,00";"16,27";"100,00";"9,62";"100,00";"8,40";"100,00";"4,78";"100,00";"11,72";"100,00";"26,29";"100,00";"27,99";"100,00";"22,20";"100,00";"17,55";"100,00";"25,91";"100,00";"20,38";"100,00";"24,83";"100,00";"30,18";"100,00";"27,01";"100,00";"40,02";"100,00";"25,07";"100,00";"24,65"
"MU";"5107180";"      Ribeirão Cascalheira";"100,00";"43,01";"100,00";"26,72";"100,00";"19,54";"100,00";"14,92";"100,00";"4,32";"100,00";"1,10";"100,00";"8,92";"100,00";"5,55";"100,00";"9,54";"100,00";"6,48";"100,00";"1,14";"100,00";"4,16";"100,00";"5,09";"100,00";"4,11";"100,00";"9,84";"100,00";"7,10";"100,00";"5,89";"100,00";"6,13";"100,00";"6,25";"100,00";"7,16";"100,00";"15,70";"100,00";"15,71";"100,00";"7,92";"100,00";"18,27"
"MU";"5107743";"      Santa Cruz do Xingu";"...";"...";"100,00";"20,64";"100,00";"22,03";"100,00";"17,10";"100,00";"2,55";"100,00";"0,39";"100,00";"1,86";"100,00";"2,82";"100,00";"7,77";"100,00";"14,81";"100,00";"7,86";"100,00";"19,80";"100,00";"16,18";"100,00";"18,07";"100,00";"13,91";"100,00";"7,43";"100,00";"10,92";"100,00";"9,92";"100,00";"13,20";"100,00";"17,82";"100,00";"25,54";"100,00";"30,79";"100,00";"23,64";"100,00";"15,93"
"MU";"5107776";"      Santa Terezinha";"100,00";"3,11";"100,00";"2,62";"100,00";"4,56";"100,00";"5,49";"100,00";"11,08";"100,00";"2,19";"100,00";"8,50";"100,00";"3,75";"100,00";"10,29";"100,00";"11,63";"100,00";"2,34";"100,00";"2,03";"100,00";"14,54";"100,00";"10,14";"100,00";"12,39";"100,00";"13,73";"100,00";"30,35";"100,00";"25,28";"100,00";"18,70";"100,00";"24,90";"100,00";"15,63";"100,00";"24,05";"100,00";"16,95";"100,00";"21,86"
"MU";"5107859";"      São Félix do Araguaia";"100,00";"20,32";"100,00";"24,14";"100,00";"16,67";"100,00";"19,74";"100,00";"4,61";"100,00";"1,88";"100,00";"2,53";"100,00";"8,09";"100,00";"18,70";"100,00";"10,50";"100,00";"10,36";"100,00";"18,51";"100,00";"9,76";"100,00";"7,60";"100,00";"12,38";"100,00";"13,12";"100,00";"17,57";"100,00";"11,53";"100,00";"26,63";"100,00";"27,48";"100,00";"24,83";"100,00";"28,58";"100,00";"20,29";"100,00";"19,44"
"MU";"5107354";"      São José do Xingu";"100,00";"24,10";"100,00";"22,36";"100,00";"23,89";"100,00";"37,69";"100,00";"10,35";"100,00";"2,80";"100,00";"12,45";"100,00";"9,87";"100,00";"6,93";"100,00";"10,50";"100,00";"1,76";"100,00";"6,80";"100,00";"23,46";"100,00";"19,52";"100,00";"24,57";"100,00";"15,50";"100,00";"28,39";"100,00";"20,44";"100,00";"28,63";"100,00";"29,03";"100,00";"26,42";"100,00";"32,80";"100,00";"23,19";"100,00";"25,77"
"MU";"5107883";"      Serra Nova Dourada";"...";"...";"100,00";"19,17";"100,00";"20,68";"100,00";"18,95";"100,00";"2,31";"100,00";"0,89";"100,00";"7,42";"100,00";"30,62";"100,00";"10,48";"100,00";"5,24";"100,00";"4,39";"100,00";"4,74";"100,00";"2,02";"100,00";"1,83";"100,00";"3,26";"100,00";"5,49";"100,00";"1,77";"100,00";"1,12";"100,00";"2,24";"100,00";"2,38";"100,00";"2,30";"100,00";"2,57";"100,00";"2,51";"100,00";"21,72"
"MU";"5108600";"      Vila Rica";"100,00";"47,75";"100,00";"73,87";"100,00";"64,95";"100,00";"71,79";"100,00";"15,01";"100,00";"4,96";"100,00";"40,78";"100,00";"44,33";"100,00";"9,93";"100,00";"15,79";"100,00";"7,45";"100,00";"16,01";"100,00";"32,24";"100,00";"18,14";"100,00";"17,24";"100,00";"14,00";"100,00";"22,00";"100,00";"16,57";"100,00";"20,09";"100,00";"23,09";"100,00";"22,97";"100,00";"28,95";"100,00";"23,33";"100,00";"24,12"
"MI";"51010";"    Canarana";"100,00";"3,14";"100,00";"2,61";"100,00";"3,39";"100,00";"4,52";"100,00";"1,48";"100,00";"1,77";"100,00";"3,62";"100,00";"4,91";"100,00";"9,48";"100,00";"8,47";"100,00";"6,03";"100,00";"11,13";"100,00";"14,71";"100,00";"14,20";"100,00";"10,20";"100,00";"14,41";"100,00";"9,41";"100,00";"13,72";"100,00";"13,73";"100,00";"15,74";"100,00";"21,10";"100,00";"26,17";"100,00";"17,78";"100,00";"19,17"
"MU";"5100201";"      Água Boa";"100,00";"7,71";"100,00";"7,74";"100,00";"4,22";"100,00";"2,96";"100,00";"1,06";"100,00";"2,65";"100,00";"4,50";"100,00";"1,38";"100,00";"9,34";"100,00";"5,60";"100,00";"4,21";"100,00";"11,45";"100,00";"13,10";"100,00";"9,92";"100,00";"6,20";"100,00";"6,72";"100,00";"4,70";"100,00";"8,03";"100,00";"7,89";"100,00";"12,55";"100,00";"9,93";"100,00";"19,23";"100,00";"10,69";"100,00";"14,87"
"MU";"5102603";"      Campinápolis";"100,00";"31,15";"100,00";"6,21";"100,00";"13,18";"100,00";"8,20";"100,00";"12,84";"100,00";"5,60";"100,00";"1,07";"100,00";"2,26";"100,00";"2,57";"100,00";"1,94";"100,00";"-";"100,00";"-";"100,00";"-";"100,00";"2,60";"100,00";"6,50";"100,00";"11,62";"100,00";"3,00";"100,00";"4,47";"100,00";"6,91";"100,00";"11,92";"100,00";"13,76";"100,00";"19,77";"100,00";"10,03";"100,00";"16,90"
